JobTitle,JobPostingURL,Locations,CompanyName,CompanyTagline,CompanyFounded,EmployeeCount,AboutCompany,Skills,Job ID
Senior Data Engineer,https://www.instahyre.com/job-329895-senior-data-engineer-at-altimetrik-chennai/,Chennai,Altimetrik,Technology Solutions for Digital | Connected Solutions | Consumer Technologies,2012.0,1000,"Altimetrik is an IT company that provides technology solutions to enterprises in areas of Digital, Connected Solutions and Consumer Technologies. Has offices globally including India, Singapore, UAE and Uruguay. ","Python, SQL, Big Data, Google Cloud, BigQuery",329895
Technical Support Engineer,https://www.instahyre.com/job-329924-technical-support-engineer-at-sequoia-capital-bangalore/,Bangalore,Sequoia Capital,"Helps the daring, build legendary companies",1972.0,50,"Sequoia is a US-based VC firm that invests in early to growth-stage startups focusing on energy, finance, healthcare, and internet sectors. Their portfolio includes Apple, Cisco, Google, NVIDIA and more. ","Windows, macOS, Technical Support, Networking, ITIL",329924
ML Engineer,https://www.instahyre.com/job-318379-ml-engineer-at-shield-bangalore/,Bangalore,Shield,The mobile-first risk intelligence platform,2008.0,50,"Shield is a risk intelligence company that offers solutions for device fingerprinting, enterprise-grade protection, ad fraud prevention, and alternative credit risk intelligence to empower businesses to stop fraud. ","Machine Learning, Spark, TensorFlow, NLP, Python",318379
Business Development Manager,https://www.instahyre.com/job-202281-business-development-manager-at-bhash-software-labs-bangalore/,Bangalore,Bhash Software Labs,bussiness development traine,2009.0,50,"Bhash is a premium messaging platform and service provider that caters to specific transactional and promotional messaging, emailing, and mobile marketing requirements of corporates and start-ups. ","Business Development, Direct Sales, Sales",202281
Graphic Designer,https://www.instahyre.com/job-327644-graphic-designer-at-adalyst-2-delhi/,Delhi,Adalyst,Driving success across the digital domain,2023.0,1,"Adalyst is a digital marketing firm that offers a comprehensive suite of services including web development, SEO, SMM, content marketing, branding, and more to enable brands to elevate their online presence. ","InDesign, Illustrator, Photoshop, Graphic Design, Visual Design",327644
Angular Developer,https://www.instahyre.com/job-329877-angular-developer-at-akshaya-india-mumbai/,Mumbai,Akshaya India,Leading Travel Agents | Tour Operators in Chennai,1996.0,10,"Akshaya India is a Tour Operator & Travel agency based in Chennai and Bangalore. It is involved in organising Package Tours and travel activities to Corporates, FIT, Families, and Students.",Angular,329877
Java Developer,https://www.instahyre.com/job-309260-java-developer-at-epam-systems-hyderabad/,Hyderabad,EPAM Systems,Software Product Development Services,1993.0,1000,"US based EPAM Systems is a leading global product development and digital platform engineering services company. With a presence around the world, it has ranked #12 in FORBES 25 Fastest Growing Public Tech Companies.","Java, Microservices, Spring",309260
Software Engineer,https://www.instahyre.com/job-322795-software-engineer-at-truva-bangalore/,Bangalore,Truva,Reimagining home buying and selling,2023.0,1,"Truva is a real estate startup facilitating house buying and selling through 5000+ data points and real transactions, also manages 10+ channel partners and brokerage services for major apartment complexes in Powai. ","Node.js, Python, LLD, Golang, Architecture",322795
Scrum Master Advisor,https://www.instahyre.com/job-329748-scrum-master-advisor-at-evernorth-health-services-hyderabad/,Hyderabad,Evernorth Health Services,Creating world-class pharmacy,1993.0,1000,"Evernorth is a pharmacy benefit management and specialty managed care company delivering premier health services including benefits management, pharmacy, care solutions, insights, and more for organizations. ","Scrum, Scaled Agile",329748
Database Engineer,https://www.instahyre.com/job-289341-database-engineer-at-ags-health-ahmedabad/,Ahmedabad,AGS Health,Healthcare revenue cycle reimagined,2011.0,1000,"AGS Health is analytics, AI, and technology-enabled healthcare organization that provides healthcare billing, coding, and customized analytics services to some of the largest healthcare organizations. ",SQL Server,289341
L2 Software Support Engineer,https://www.instahyre.com/job-288330-l2-software-support-engineer-at-idfy-mumbai/,Mumbai,IDfy,People decisions made simple,2011.0,200,"IDfy leverages technology and analytics to enable people to establish trust in everyday interaction - be it jobs, dating or even renting a home in a new city. Founded by ISB alumni with decades of experience, IDfy has raised $3.5 million from VCs.","Cloud Computing, IT Support, JavaScript, SQL, Technical Support, AWS, Google Cloud",288330
Senior Software Engineer (Java),https://www.instahyre.com/job-328585-senior-software-engineer-java-at-adyen-bangalore/,Bangalore,Adyen,The platform to help a business grow,2006.0,1000,"Adyen is the fintech platform that provides payment capabilities, data-driven insights, and financial products to help businesses protect revenue, provide customer-friendly authentication, and control finances. ","Java, Architecture, SQL, Microservices, Data Structures",328585
Customer Success Manager,https://www.instahyre.com/job-321099-customer-success-manager-at-lemnisk-bangalore/,Bangalore,Lemnisk,Intelligent Growth Marketing Platform,2019.0,50,"Lemnisk is a growth marketing platform that improves customer engagement & conversions for financial services marketers by arranging hyper-personalized experiences. Clients include HDFC, Axis, Royal Group. ","Customer Relationship, Digital Marketing",321099
Dotnet Developer,https://www.instahyre.com/job-328566-dotnet-developer-at-freestone-infotech-mumbai/,Mumbai,Freestone Infotech,Technology on the edge,2013.0,50,"Freestone Infotech is an IT & Services organization that provides services related to Big Data Solutions, Mobile Applications, Big Data Analytics, Enterprise Applications, etc. ",".NET, C#",328566
Data Scientist,https://www.instahyre.com/job-237500-data-scientist-at-arcana-bangalore-coimbatore-work-from-home/,"Bangalore,Coimbatore,Work From Home",Arcana,Financial risk & performance platform for institutional investors,2022.0,10,"Arcana is a tech-enabled company that combines proprietary datasets, rigorous analysis tooling, and best-in-class data integrity to empower institutions to analyze and understand complex digital asset data. ","Microsoft Excel, Python, SQL, Matplotlib, NumPy, pandas",237500
Backend Developer - Java,https://www.instahyre.com/job-314923-backend-developer-java-at-fraank-systems-pune/,Pune,Fraank Systems,We maximize the business growth,2010.0,50,"Fraank Systems is a next-gen global technology company that is helping businesses to grow and thrive in the digital age by providing app development, digital transformation, cloud and AI solutions, and more. ","Java, MongoDB, Spring Boot, Microservices",314923
ServiceNow Application Developer,https://www.instahyre.com/job-329100-servicenow-application-developer-at-cloudtara-technologies-bangalore/,Bangalore,CloudTara Technologies,Building cutting edge technology products,2016.0,10,CloudTara Technologies is an IT service and consulting organization that helps various industry segments by building and offering tech products through prototypes and data insights by leveraging AI. ,JavaScript,329100
Business Analytics,https://www.instahyre.com/job-329463-business-analytics-at-kotak-mahindra-bank-mumbai/,Mumbai,Kotak Mahindra Bank,India's leading banking and financial services group,1985.0,1000,"Kotak Mahindra is a financial services conglomerate that offers banking products and solutions for commercial banking, stock broking, mutual funds, life insurance, and investment banking. ","Business Analysis, Python, SAS, SQL",329463
Customer Success Specialist,https://www.instahyre.com/job-313835-customer-success-specialist-at-reelo-ahmedabad/,Ahmedabad,Reelo,Helping small & mid sized businesses grow,2017.0,10,"Reelo is a SaaS customer insight and marketing automation platform which enables SME retailers to communicate with their customers in a personalized way integrating Loyalty, Feedback, Referrals, etc. ","Customer Interaction, Customer Relationship, Customer Service, Key Account Management",313835
React Developer,https://www.instahyre.com/job-321529-react-developer-at-ideapoke-2-bangalore/,Bangalore,Ideapoke,Where the world comes to innovate,2012.0,10,"Ideapoke is a technology driven open innovation platform helping organizations (Enterprises, SMB's, Startups, Universities) to connect and collaborate with right partners to solve their Innovation needs, technical R&D and new product development challenges.","CSS, HTML, JavaScript, jQuery, React.js",321529
Data Scientist III - Computer Vision,https://www.instahyre.com/job-296747-data-scientist-iii-computer-vision-at-allen-career-institute-bangalore/,Bangalore,Allen,A premier coaching institute,1988.0,1000,"Allen is a coaching institute that offers classroom, distance learning, and online courses to students who are appearing for national-level entrance exams while operating across 35+ cities nationwide. ","Data Mining, Machine Learning, NLP, TensorFlow, Computer Vision",296747
Business Development Executive,https://www.instahyre.com/job-315050-business-development-executive-at-revonextsoft-technologies-bangalore/,Bangalore,Revonextsoft Technologies,Software product and services company,2018.0,500,"Revonextsoft is a global software company specializing in web and product development, robotics, IoT, AI, DevOps, cloud, digital marketing, SEO, UI/ UX design, explainer videos, gaming software, and other services. ","Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",315050
Data Architect,https://www.instahyre.com/job-329736-data-architect-at-ey-gurgaon/,Gurgaon,EY,Creating long-term value for people and society in capital markets,1989.0,1000,"EY is a multinational professional services firm that combines data and technology to offer a range of consulting services and accounting solutions including tax, assurance, strategy, transactions, and law. ","Data Analysis, Data Modelling, Data Governance, Amdocs Clarify, Data Migration",329736
DevOps Team Lead,https://www.instahyre.com/job-306089-devops-team-lead-at-roku-bangalore/,Bangalore,Roku,#1 TV streaming platform in the US,2002.0,1000,Roku operates in the media streaming and TV entertainment ecosystem and offers a wide range of software and hardware products that make content delivery across 80 million US homes seamless. ,"Docker, Ansible, Kubernetes, Terraform",306089
Business Analyst,https://www.instahyre.com/job-323929-business-analyst-at-capco-mumbai/,Mumbai,Capco,Global management and technology consultancy dedicated to the financial services,1998.0,1000,"Capco is a global management consultancy with a focus in financial services including banking and payments, capital markets, wealth and asset management, and insurance.","Investment Banking, Business Analysis, Regulatory Affairs, Statutory Reporting",323929
Finance / Accounts Manager,https://www.instahyre.com/job-298224-finance-accounts-manager-at-stable-money-bangalore/,Bangalore,Stable Money,The journey of wealth creation starts here,2022.0,10,Stable Money is a dynamic investment company that helps individuals grow their wealth over the long term by offering investment options and stable return products with safety and stability. ,"Accounting, Auditing, Finance, Budgeting, Chartered Accountant, Financial Analysis, Financial Planning, Financial Reporting, Internal Audit, MIS, Payroll Management, Zoho Books",298224
Assistant Manager - Procurement,https://www.instahyre.com/job-328693-assistant-manager-procurement-at-lseg-bangalore/,Bangalore,LSEG,My word is my bond,2007.0,1000,"LSEG is an international market infrastructure that specializes in capital formation, intellectual property, risk, and balance sheet management to enable companies to access funds for growth and development. ","IT Procurement, Contract Management, SOW, Procurement",328693
Software Engineer,https://www.instahyre.com/job-329800-software-engineer-at-shopflo-bangalore/,Bangalore,Shopflo,Supercharge the e-commerce experience,2021.0,10,Shopflo is a checkout platform for new-age e-commerce that has created a platform for D2C brands to help them maximize revenue from each of their customers while building a community of merchants. ,"Python, Node.js, Golang, Java",329800
Senior Data / ML Engineer,https://www.instahyre.com/job-329652-senior-data-ml-engineer-at-myntra-3-bangalore/,Bangalore,Myntra,India's largest fashion and lifestyle online shopping app,2007.0,1000,"Myntra is India's leading online fashion and lifestyle e-commerce store. Founded in 2007 it was acquired by Flipkart in 2014 It has itself acquired many startups like Jabong, Native5 Exclusively. in and others. ","Machine Learning, SQL, Spark, PyTorch, AWS",329652
Fullstack Engineer (Frontend),https://www.instahyre.com/job-327130-fullstack-engineer-frontend-at-humantic-ai-bangalore/,Bangalore,Humantic AI,Personality based prospect and talent intelligence,2014.0,10,Frrole is an AI platform that works at the intersection of social data and consumer intelligence and offers a full range of social analytics solutions and products to digital marketing and insights teams. ,"JavaScript, MySQL, Node.js, Python, HTML",327130
ML Engineer,https://www.instahyre.com/job-327694-ml-engineer-at-microsoft-2-bangalore/,Bangalore,Microsoft,Our mission is to empower every person and every organization to achieve more,1980.0,1000,"Microsoft develops, manufactures, licenses, supports and sells computer software, cloud computing solutions, consumer electronics and personal computers and related services. ","Machine Learning, Computer Vision, Python, Java, NLP",327694
Senior Product Analyst,https://www.instahyre.com/job-62249-senior-product-analyst-at-gameberry-labs-bangalore/,Bangalore,Gameberry Labs,"With 25M+ MAU, our games are thrilling adventure for designers, engineers",2017.0,50,Gameberry Labs is building the next-gen social games aimed at bringing people closer. Has successfully built a global user base for their first two games: Ludo STAR and Parcheesi STAR. ,"Python, SQL",62249
Data Engineer,https://www.instahyre.com/job-329545-data-engineer-at-myntra-3-bangalore/,Bangalore,Myntra,India's largest fashion and lifestyle online shopping app,2007.0,1000,"Myntra is India's leading online fashion and lifestyle e-commerce store. Founded in 2007 it was acquired by Flipkart in 2014 It has itself acquired many startups like Jabong, Native5 Exclusively. in and others. ","Python, Spark, NoSQL, Databricks, Data Modelling",329545
Team Lead DevOps,https://www.instahyre.com/job-317973-team-lead-devops-at-roku-bangalore/,Bangalore,Roku,#1 TV streaming platform in the US,2002.0,1000,Roku operates in the media streaming and TV entertainment ecosystem and offers a wide range of software and hardware products that make content delivery across 80 million US homes seamless. ,"Kubernetes, Python, Terraform, AWS, Istio",317973
Software Engineer 3,https://www.instahyre.com/job-321249-software-engineer-3-at-nimbbl-mumbai/,Mumbai,Nimbbl,All in one payment service provider,2020.0,10,"Nimbbl provides payments solutions and caters to businesses of all sizes, payment aggregators, etc. It gives payment providers higher conversions, faster checkout, pay later options, single integration, and more. ","Java, Spring Boot, Microservices, Data Structures, MySQL",321249
Data Engineer,https://www.instahyre.com/job-329760-data-engineer-at-nielsen-bangalore/,Bangalore,Nielsen,"What people watch, listen to and buy",1923.0,1000,"Nielsen is a global IT & Services company that offers measurement and data analytics related solutions of consumers & markets worldwide. It specializes in TV, Radio, CPG & Retail, Books & DVDs, etc.","Python, Amazon RDS, PySpark, Airflow, CI - CD",329760
Product Manager,https://www.instahyre.com/job-316509-product-manager-at-bookmyshow-bangalore-mumbai/,"Bangalore,Mumbai",BookMyShow,All entertainment needs. One destination,2007.0,1000,"BookMyShow is an online ticketing portal for movies and events. It is India's largest entertainment ticketing portal with a 90 percent market share in India, and has also expanded to other countries in Asia. ",Product Management,316509
Senior Frontend Developer,https://www.instahyre.com/job-309776-senior-frontend-developer-at-netspring-work-from-home/,Work From Home,NetSpring,The operational intelligence platform,2019.0,10,"NetSpring is a cloud application platform-as-a-service that leverages technology to offer use cases such as product and behavioral analytics, customer experience, IoT, financial risk management, and more. ","React.js, JavaScript, Node.js, HTML, CSS",309776
Software Developer,https://www.instahyre.com/job-280649-software-developer-at-delta-air-lines-bangalore/,Bangalore,Delta Air Lines,Airline tickets & flights,1928.0,1000,"Delta is the world's largest global airline providing early boarding, faster deplaning, dedicated bin space, and more legroom in delta Comfort specializing in Aviation, Customer Care, etc. ","Java, Spring Boot, Angular, AWS, React.js",280649
SDET,https://www.instahyre.com/job-298463-sdet-at-nexthink-bangalore/,Bangalore,Nexthink,Human-centric IT,2004.0,500,"Nexthink is a software company known for its digital employee experience management software. It offers features like real-time analytics, instant remediation, automation, and employee feedback, etc. ","Automation Testing, Selenium, Java, Python, Performance Testing",298463
QA Engineer,https://www.instahyre.com/job-329872-qa-engineer-at-autonomize-ai-bangalore/,Bangalore,Autonomize AI,Delivering patient centric outcomes and positive experiences,2021.0,10,Autonomize is a human-centric AI platform that learns from multi-structured clinical and biomedical data and pairs it with human context to aid decision-making and data discovery for better human health outcomes. ,"Python, pytest, Selenium, Automation Testing, Quality Assurance",329872
Staff Engineer / Senior Architect,https://www.instahyre.com/job-145070-staff-engineer-senior-architect-at-airbnb-work-from-home/,Work From Home,Airbnb,Creating a world built on connection and belonging,2008.0,1000,"Airbnb is a provider of a vacation rental online marketplace. The company offers a site and app that enables travelers to search and book vacation home rentals and travel experiences for journeys, vacations, etc. ","Java, Spring, Data Structures",145070
Customer Support Executive,https://www.instahyre.com/job-329826-customer-support-executive-at-kenovate-solutions-noida/,Noida,Kenovate Solutions,Building tomorrow's solutions for fast-growing businesses,2003.0,10,"Kenovate is a technology company collaborating with enterprises of all sizes, helping them achieve high performance by providing websites, portals, SEO, and automation solutions, with customized functionalities. ","Customer Service, International BPO, Customer Interaction",329826
Backend Developer,https://www.instahyre.com/job-291655-backend-developer-at-shield-bangalore/,Bangalore,Shield,The mobile-first risk intelligence platform,2008.0,50,"Shield is a risk intelligence company that offers solutions for device fingerprinting, enterprise-grade protection, ad fraud prevention, and alternative credit risk intelligence to empower businesses to stop fraud. ","Algorithms, Data Structures, Java, AWS, Docker",291655
SDE - 1 (UI),https://www.instahyre.com/job-327510-sde-1-ui-at-increff-bangalore/,Bangalore,Increff,Incredible Efficiency,2016.0,50,"Increff is a supply chain management solution for fashion brands with features like order management, fashion insights, physical storage & fulfillment, operational support, and custom report generation capabilities.","React.js, Angular, Next.js, Node.js, JavaScript",327510
PHP Developer,https://www.instahyre.com/job-184289-php-developer-at-handysolver-gurgaon/,Gurgaon,Handysolver,Rapid Web and Mobile App Development,2013.0,10,"Handysolver creates web and mobile based solutions for clients. Has various international clients in countries like Netherlands, USA and Canada.","PHP, Laravel",184289
Event Vendor Coordinator,https://www.instahyre.com/job-329809-event-vendor-coordinator-at-amazon-lucknow/,Lucknow,Amazon,Earth's most customer-centric company,1994.0,1000,"Amazon is the world's largest online retailer. The company has been referred to as ""one of the most influential economic and cultural forces in the world"", as well as the world's most valuable brand. ","Event Management, Event Planning, Vendor Management, Cognos Event Studio",329809
Event Vendor Coordinator,https://www.instahyre.com/job-329805-event-vendor-coordinator-at-amazon-jaipur/,Jaipur,Amazon,Earth's most customer-centric company,1994.0,1000,"Amazon is the world's largest online retailer. The company has been referred to as ""one of the most influential economic and cultural forces in the world"", as well as the world's most valuable brand. ","Event Management, Vendor Management, Corporate Events",329805
Technical Support Lead,https://www.instahyre.com/job-323134-technical-support-lead-at-narvar-bangalore/,Bangalore,Narvar,Simplify the everyday lives of consumers,2012.0,200,"Narvar helps retailers champion their customers at every step of the journey specializing in Pre-purchase delivery prediction, branded package tracking, seamless returns and exchanges, in-store experiences, etc. ","SQL, Customer Interaction, JavaScript, Technical Writing, Jira",323134
Technical Support Engineer III (L3),https://www.instahyre.com/job-322056-technical-support-engineer-iii-l3-at-narvar-bangalore/,Bangalore,Narvar,Simplify the everyday lives of consumers,2012.0,200,"Narvar helps retailers champion their customers at every step of the journey specializing in Pre-purchase delivery prediction, branded package tracking, seamless returns and exchanges, in-store experiences, etc. ","Customer Service, Technical Support, HTML, JavaScript",322056
Full Stack Developer (.NET),https://www.instahyre.com/job-318466-full-stack-developer-net-at-sulekha-chennai/,Chennai,Sulekha.com,A Leader in Local Service Need Fulfillment,2000.0,1000,"Sulekha is one of India's largest portals for listings of local businesses and services. Has more than 75,000 paid local service providers and revenues of nearly $30 million per year. Headquarterd in Austin, US with 14 offices in India.","JavaScript, React.js, MongoDB, ASP.NET, ADO.NET",318466
Fullstack Developer,https://www.instahyre.com/job-321987-fullstack-developer-at-truva-bangalore/,Bangalore,Truva,Reimagining home buying and selling,2023.0,1,"Truva is a real estate startup facilitating house buying and selling through 5000+ data points and real transactions, also manages 10+ channel partners and brokerage services for major apartment complexes in Powai. ","Java, Python, Node.js, React.js",321987
Business Analyst,https://www.instahyre.com/job-268872-business-analyst-at-inito-bangalore/,Bangalore,Inito,We are here to revolutionise medical diagnosis,2014.0,10,Inito is developing smart medical devices that are not just accurate and reliable but also convenient and user-friendly. ,"NumPy, Power BI, Python, R, SQL, Tableau, pandas",268872
Database Engineer II,https://www.instahyre.com/job-317783-database-engineer-ii-at-meesho-bangalore/,Bangalore,Meesho,Mobile-first E-Commerce Platform For Small Businesses in India,2015.0,500,"Meesho is a mobile store builder which allows merchants to create online store and share products on multiple social media platforms. Founding team from Inmobi, Sony and IIT Delhi. ","MongoDB, MySQL, PostgreSQL, SQL Server",317783
Backend Engineer,https://www.instahyre.com/job-323234-backend-engineer-at-atlys-delhi/,Delhi,Atlys,Atlys' mission is to enable every person on earth to travel freely,2020.0,50,Atlys is a technology-enabled company that aims to make travel efficient for customers by prioritizing and automating interactions to make it easy to get a visa for enough travelers. ,Python,323234
Full Stack Engineer,https://www.instahyre.com/job-293526-full-stack-engineer-at-ola-3-bangalore/,Bangalore,Ola,Building mobility for a billion people,2011.0,1000,"Ola is the leading taxi aggregator that is working on various products such as bus aggregation and ride-sharing. It has raised around $1.2 billion in funding, with a valuation of over $5 billion. ","React.js, JavaScript, HTML, Node.js, Redux",293526
Architect,https://www.instahyre.com/job-329734-architect-at-kotak811-bangalore/,Bangalore,Kotak811,Neo-baking that you can trust,2016.0,1000,"Kotak811 is a digital-first mobile banking platform that offers banking solutions along with 180 features that include paying bills, shopping, investing, managing credit and debit cards, mobile recharge and FASTag. ","Salesforce, Apex, Architecture, AWS, Solution Architecture",329734
Technical Support Lead (L4),https://www.instahyre.com/job-322053-technical-support-lead-l4-at-narvar-bangalore/,Bangalore,Narvar,Simplify the everyday lives of consumers,2012.0,200,"Narvar helps retailers champion their customers at every step of the journey specializing in Pre-purchase delivery prediction, branded package tracking, seamless returns and exchanges, in-store experiences, etc. ","Customer Interaction, SQL, Technical Support, HTML, Python",322053
Frontend Developer,https://www.instahyre.com/job-329664-frontend-developer-at-catalog-hyderabad/,Hyderabad,Catalog,Bringing Bitcoin to the decentralized web,2022.0,10,"Catalog is a blockchain-tech company that develops a multichain wallet that serves as a decentralized platform designed for buying, selling, and storing cryptocurrencies like Bitcoin, Ethereum, and more. ","CSS, HTML, JavaScript, Angular, React.js, Vue.js",329664
Java Tech Lead,https://www.instahyre.com/job-328998-java-tech-lead-at-tring-2-pune/,Pune,Tring,India's largest celebrity engagement platform,2019.0,50,"Tring is a tech-enabled celebrity engagement platform offering marketers the opportunities of product promotions, shoutouts, and endorsements to scale businesses through the influence of 12,000+ celebrities. ","Java, Microservices, Kafka, Amazon API Gateway",328998
SDET,https://www.instahyre.com/job-321717-sdet-at-zeta-bangalore/,Bangalore,Zeta,Payments with Purpose,2015.0,200,"Part of the Directi group, Zeta offers corporate solutions such as digital employee benefits, automated cafeteria and digital payment solutions. Offers cloud software to HR and cards that can be used by employees. ","Automation Testing, SDET, Java, Selenium",321717
SRE,https://www.instahyre.com/job-320910-sre-at-growthschool-bangalore/,Bangalore,GrowthSchool,Learn from the top 1% live,2021.0,10,GrowthSchool is an e-learning platform that offers various cohort-based courses for personal and professional growth created by top instructors for global learners and professionals from leading brands and MNCs. ,"AWS, Ansible, CI - CD, DevOps, Kubernetes",320910
Software Engineer,https://www.instahyre.com/job-325966-software-engineer-at-bito-pune/,Pune,Bito,AI that understands your code,2021.0,10,"Bito offers a coding forum that uses bi-directional communication with Jira, Slack, and other key tools to help coders seamlessly collaborate with each other, solve problems, and get questions answered. ","Java, Golang, Python, SQL, Machine Learning",325966
Java Developer,https://www.instahyre.com/job-325178-java-developer-at-wooqer-2-bangalore/,Bangalore,Wooqer,Simplify work,2014.0,50,"Wooqer enables organisations to automate everyday workflow in a single platform that has the ability to capture data, disseminate data and allow the user to consume data efficiently. Has offices in India, UK & US. ","Java, MySQL, Spring Boot, Hibernate",325178
Backend Developer,https://www.instahyre.com/job-326253-backend-developer-at-bito-pune/,Pune,Bito,AI that understands your code,2021.0,10,"Bito offers a coding forum that uses bi-directional communication with Jira, Slack, and other key tools to help coders seamlessly collaborate with each other, solve problems, and get questions answered. ","Java, Microservices, Algorithms, Golang, Machine Learning, Python",326253
Sr. Java Developer,https://www.instahyre.com/job-315943-sr-java-developer-at-perennial-systems-pune-work-from-home/,"Pune,Work From Home",Perennial Systems,Making Technology Simple,2006.0,200,"Perennial Systems is a B2B SaaS product development company that provides services for product engineering, enterprise solutions, and talent partnership across mobile, web and cloud-enabled applications. ","Java, Microservices, Spring",315943
Backend Developer - 1,https://www.instahyre.com/job-272696-backend-developer-1-at-gokiwi-bangalore/,Bangalore,GoKiwi,"Pay With Credit, Scan With Kiwi",2022.0,10,Kiwi is a revolutionary credit card platform that aims to disrupt the credit card industry by allowing customers to experience credit on UPI by partnering with banks to issue RuPay cards seamlessly. ,"Java, SQL, Spring, PostgreSQL, Redis",272696
Software Engineer,https://www.instahyre.com/job-329403-software-engineer-at-nk-securities-gurgaon/,Gurgaon,NK Securities,Developing and deploying new algorithms,2019.0,1,NK Securities is an algorithmic trading organization that provides services related to cutting edge technology and sophisticated algorithms to trade in the Indian markets.,"High Frequency Trading, Linux, Shell Scripting, C++",329403
Server Engineer - Java,https://www.instahyre.com/job-313053-server-engineer-java-at-mangoapps-pune/,Pune,MangoApps,We build modern workplace tools for better business performance,2007.0,50,"MangoApps provides core tools like enterprise social networking, modern Intranet, team collaboration & employee engagement software while integrating with existing enterprise systems so employees have access to everything they need in one place.","Java, Ruby, J2EE",313053
Lead UI / UX,https://www.instahyre.com/job-319469-lead-ui-ux-at-buyeazzy-bangalore/,Bangalore,BuyEazzy,Bharat’s online beauty destination,2021.0,10,"BuyEazzy is an online beauty products shopping platform aiming to bring 300Mn+ offline users from Tier 2 and beyond cities to the online shopping world, facilitating the advantages of digital democratized commerce. ","UX Design, Graphic Design",319469
HR Business Partner,https://www.instahyre.com/job-327596-hr-business-partner-at-univariety-hyderabad/,Hyderabad,Univariety,Discover & be discovered,2011.0,50,Univariety is the largest and fastest growing Ed-tech company that pioneered the use of technology to set up a complete career & college guidance cell inside progressive schools. ,"Employee Benefits, Employee Engagement, Learning and Development, Performance Management, Recruitment, Talent Management",327596
Developer Evangelist and Technical Content Writer,https://www.instahyre.com/job-320356-developer-evangelist-and-technical-content-writer-at-zenduty-bangalore/,Bangalore,Zenduty,Next-generation end-to-end incident response platform,2019.0,10,Zenduty is an incident and alert management platform that gives greater control and automation over the incident management lifecycle and features tools that enable teams to collaborate and take rapid action. ,"Content Marketing, Content Writing, English Content",320356
Principal Engineer,https://www.instahyre.com/job-322990-principal-engineer-at-zepto-bangalore/,Bangalore,Zepto,Groceries delivered in 10 minutes,2021.0,1000,Zepto is an online grocery delivery platform that aims to deliver groceries in less than 10 minutes through its network of hyperlocal stores and optimized micro warehouses. ,"C, Golang, Java",322990
Sr. Manager (AI / ML),https://www.instahyre.com/job-329478-sr-manager-ai-ml-at-rebel-foods-faasos-bangalore/,Bangalore,Rebel Foods (Faasos),Fastest Growing Food Tech Company,2010.0,1000,Rebel Foods is a Internet Restaurant / Cloud Kitchen company known for operating brands like Faasos and Behrouz Biryani. It operates 1000 + internet restaurants in India across 7 brands in 15 cities.,"Machine Learning, PyTorch, Computer Vision, NLP, Data Visualization",329478
Senior Software Engineer,https://www.instahyre.com/job-325180-senior-software-engineer-at-webileapps-hyderabad/,Hyderabad,WebileApps,Turn your idea into a prototype in 4 weeks,2011.0,10,"WebileApps is a web and mobile app development company that designs and develops apps and offers services for product and content strategy, UI/UX design, workflow automation, QA, cloud deployment, etc. ","Python, Django, Flask",325180
Sr. Python Expert,https://www.instahyre.com/job-325420-sr-python-expert-at-frammer-ai-delhi/,Delhi,Frammer AI,"Shorter video, smarter video",2023.0,1,"Frammer AI is a media SaaS platform utilizing AI to transform long videos into monetizable content with features like auto-transcription, auto-captioning, auto-flip, searchable archives, and more all in one click. ","Python, Algorithms, Data Structures, Django, Flask",325420
Product Solution Engineer,https://www.instahyre.com/job-329707-product-solution-engineer-at-phonepe-bangalore/,Bangalore,PhonePe,BHIM UPI based App to provide a cashless and a seamless payment experience,2015.0,1000,"PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India. ","Java, SQL",329707
Senior QA Engineer,https://www.instahyre.com/job-327529-senior-qa-engineer-at-bito-pune/,Pune,Bito,AI that understands your code,2021.0,10,"Bito offers a coding forum that uses bi-directional communication with Jira, Slack, and other key tools to help coders seamlessly collaborate with each other, solve problems, and get questions answered. ","Manual Testing, API Testing, Java, Automation Testing, Performance Testing",327529
Product Owner - API Implementation,https://www.instahyre.com/job-328168-product-owner-api-implementation-at-finbox-bangalore/,Bangalore,FinBox,Building modern technology infrastructure that turns brands into banks,2016.0,50,"Smartphone app for consumers to track their spending, with automated categorization of transactions, interactive visuals on spending, and bill payment reminders. Users can integrate multiple debit/credit cards into the app.","Amazon API Gateway, GraphQL, API Testing, Business Analysis, Data Analysis",328168
Senior .NET Developer,https://www.instahyre.com/job-329382-senior-net-developer-at-american-technology-consulting-hyderabad/,Hyderabad,American Technology Consulting,Move At The Speed Of Digital,2007.0,50,"American Technology Consulting is an Information Technology and Services company that offers end-to-end, customized Managed Testing & Turnkey Services to its clients.",".NET, ASP.NET, C#, HTML, C++",329382
Senior Design Manager,https://www.instahyre.com/job-321815-senior-design-manager-at-nykaa-mumbai/,Mumbai,Nykaa,India’s Favorite Online Destination for Beauty & Wellness products,2012.0,200,"Nykaa is an eCommerce store focused on beauty and wellness products for both men and women, along with product reviews, tips and tricks regarding beauty products. Also operates offline stores. Has raised over $25 million in funding till date.","Adobe After Effects, Sketch, Typography, Graphic Design",321815
