JobTitle,JobPostingURL,Locations,CompanyName,CompanyTagline,CompanyFounded,EmployeeCount,AboutCompany,Job ID,Skill1,Skill2,Skill3,Skill4,Skill5,Skill6,Skill7,Skill8,Skill9,Skill10
Support Engineer,https://www.instahyre.com/job-325352-support-engineer-at-portkey-bangalore/,Bangalore,Portkey,Shipping ambitious generative AI apps,2023.0,1,Portkey is a technology company building a full-stack LLM Ops platform that empowers AI builders to create production-ready Generative AI apps reliably and securely while also ensuring compliance. ,325352,API Testing,IT Support,L1 Support,L2 Support,,,,,,
Full - Stack Engineer,https://www.instahyre.com/job-288656-full-stack-engineer-at-regie-bangalore/,Bangalore,Regie.ai,Leading generative AI platform for modern sales teams,2020.0,10,Regie is a GPT-3 powered SaaS platform offering an all-in-one AI content creation and management system with tools and integrations that enable clients to create customizable sales and marketing content. ,288656,Algorithms,Data Structures,IT Infrastructure,JavaScript,Microservices,Node.js,TypeScript,,,
Talent Advisor,https://www.instahyre.com/job-42295-talent-advisor-at-instahyre-work-from-home/,Work From Home,Instahyre,Leverage the power of AI to source talent,2016.0,50,"Instahyre is an online recruitment platform using technology to disrupt how companies hire people and individuals find great jobs effortlessly. Customers include Microsoft, Amazon, Uber, etc. ",42295,Customer Interaction,Customer Relationship,Customer Service,Key Account Management,,,,,,
.NET Engineer,https://www.instahyre.com/job-322383-net-engineer-at-mediavalet-bangalore/,Bangalore,MediaValet,A leader in digital asset management,2010.0,50,"MediaValet is a cloud-native digital asset management software that helps organizations securely manage and distribute high-value digital assets to boost productivity, increase asset ROI, and drive revenue growth. ",322383,.NET,C#,Azure,Big Data,,,,,,
Site Reliability Engineer 3,https://www.instahyre.com/job-295387-site-reliability-engineer-3-at-synaptic-gurgaon/,Gurgaon,Synaptic,Data Is Revolutionizing Finance | Join Synaptic To Lead This Revolution,2016.0,50,Synaptic's mission is to empower financial organisations to do more with the world's data through better insights. Founders come from IITs with significant global experience in this domain. ,295387,DevOps,AWS,CI - CD,Linux,Ansible,,,,,
Product Designer,https://www.instahyre.com/job-326590-product-designer-at-netspring-work-from-home/,Work From Home,NetSpring,The operational intelligence platform,2019.0,10,"NetSpring is a cloud application platform-as-a-service that leverages technology to offer use cases such as product and behavioral analytics, customer experience, IoT, financial risk management, and more. ",326590,UX Design,Visual Design,Figma,Wireframing,InDesign,,,,,
Real Estate Consultant,https://www.instahyre.com/job-314301-real-estate-consultant-at-agm-infraprojects-gurgaon/,Gurgaon,AGM Infraprojects,Leading real estate sector with innovative solutions,2013.0,1,AGM Infraprojects is a channel partner to real estate agencies dedicated to creating innovative and sustainable solutions in residential and commercial spaces for the urban development and real estate sector. ,314301,Business Development,Direct Sales,Sales,,,,,,,
Sales Executive - SAAS,https://www.instahyre.com/job-329801-sales-executive-saas-at-veris-gurgaon/,Gurgaon,Veris,We have come together to solve a long-standing nuisance - visitor management,2016.0,10,"Veris is a cloud-based visitor management platform that collects guest information using intuitive touch-based interfaces also specializing in Enterprise Mobility Platform, Identity Management, etc. ",329801,Sales,Business Development,International Sales,Direct Sales,Corporate Sales,,,,,
Data Scientist,https://www.instahyre.com/job-318784-data-scientist-at-myntra-3-bangalore/,Bangalore,Myntra,India's largest fashion and lifestyle online shopping app,2007.0,1000,"Myntra is India's leading online fashion and lifestyle e-commerce store. Founded in 2007 it was acquired by Flipkart in 2014 It has itself acquired many startups like Jabong, Native5 Exclusively. in and others. ",318784,Generative AI,NLP,Machine Learning,Computer Vision,,,,,,
Full Stact Developer,https://www.instahyre.com/job-313727-full-stact-developer-at-cognitensor-noida/,Noida,CogniTensor,Powering business with AI,2018.0,10,"CogniTensor is an AI-based firm that offers products for end-to-end data science workflows such as data cleaning, visualization, etc. for sales, supply chain, trading, finance, and social media domains. ",313727,Android,JavaScript,Node.js,React.js,,,,,,
Java Developer,https://www.instahyre.com/job-312809-java-developer-at-krutrim-bangalore/,Bangalore,Krutrim,"AI, made in India, for the world",2023.0,10,"Krutrim, a part of Ola group, is building India's first generative AI platform, empowering consumers, startups, enterprises, and scientists to build AI applications or AI models in a wide range of Indian languages. ",312809,Kafka,Java,Spring Boot,,,,,,,
Sales Calling Specialist,https://www.instahyre.com/job-329684-sales-calling-specialist-at-gokiwi-bangalore/,Bangalore,GoKiwi,"Pay With Credit, Scan With Kiwi",2022.0,10,Kiwi is a revolutionary credit card platform that aims to disrupt the credit card industry by allowing customers to experience credit on UPI by partnering with banks to issue RuPay cards seamlessly. ,329684,Customer Interaction,Customer Relationship,Customer Service,,,,,,,
Senior Data Scientist,https://www.instahyre.com/job-329611-senior-data-scientist-at-moengage-bangalore/,Bangalore,MoEngage,Great Place to Work® Certified,2014.0,200,"A fast growing User Analytics and Engagement platform for mobile apps, already used by companies like Cleartrip, Ibibo, Redbus, Gaana, etc. The company has raised over $5 million in funding. ",329611,Machine Learning,Python,Big Data,Jupyter,,,,,,
Embedded Developer,https://www.instahyre.com/job-302299-embedded-developer-at-klimb-pune/,Pune,Klimb.io,For Proactive Organisations Who Want Better Control Of Recruiting Outcomes,2015.0,10,"Klimb provides a cloud-based recruitment process management suite. Offers a product that aims to bring speed and intelligence to recruitment, and a learning platform which helps recruiters with tech hiring.",302299,C++,C,Microcontrollers,Firmware Development,Embedded Systems,,,,,
Account Manager,https://www.instahyre.com/job-327549-account-manager-at-naavinya-cad-soft-bangalore/,Bangalore,Naavinya CAD Soft,World class one-stop CAM and front-end solutions,2004.0,200,"Naavinya CAD Soft is an IT company with global manufacturing and DFM experience, specializing in CAM/CAD solutions for PCB manufacturers, covering technical analysis, DRC, Panelization, and backend data management. ",327549,Electronic Components,Sales,Semiconductors,,,,,,,
Sr. Data Scientist - Advanced Analytics,https://www.instahyre.com/job-103102-sr-data-scientist-advanced-analytics-at-ganit-hyderabad/,Hyderabad,Ganit,"Maximising the decision making power through analytics, AI & IoT",2017.0,50,"Ganit provides solutions at the intersection of analytics, AI & IoT, specializing in mining Big or small data emerging from transactions, behaviors, macro-economic conditions, social interactions, IoT devices, etc.",103102,Machine Learning,Predictive Analytics,Neural Networks,Computer Vision,NLP,,,,,
Lead / Senior Engineer - Java,https://www.instahyre.com/job-329763-lead-senior-engineer-java-at-qburst-trivandrum/,Trivandrum,QBurst,Full-service software development company,2004.0,1000,"QBurst is a global software development and full-service technology consulting company that offers products and solutions in the field of data, cloud, AI, and custom software for micro to large enterprises. ",329763,Java,Spring,,,,,,,,
Data Engineer,https://www.instahyre.com/job-328930-data-engineer-at-amantya-technologies-gurgaon/,Gurgaon,Amantya Technologies,Your Trusted Partner For IT Solutions,2018.0,200,"Amantya Technologies is a product engineering and software development company specializing in digital transformations and focuses on next-gen technologies like 5G, IoT, AI, ML, and cloud. ",328930,Looker,Snowflake,Azure Data Factory,Data Warehousing,Data Modelling,,,,,
Security Engineer - Python,https://www.instahyre.com/job-328133-security-engineer-python-at-jp-morgan-2-bangalore/,Bangalore,JP Morgan,The right relationship is everything,1900.0,1000,"JP Morgan is one of the world's largest banks. It is a major financial services provider and world's sixth largest public company, working in investment banking, wealth management, treasury services and more. ",328133,Python,Django,Flask,,,,,,,
Client Servicing and Sales Support Manager,https://www.instahyre.com/job-329335-client-servicing-and-sales-support-manager-at-community-samvada-noida/,Noida,Community Samvada,A unique monthly magazine,1997.0,10,"Samvada is a neighborhood news magazine and online portal for New Delhi, Noida, and Gurgaon locations where residents contribute articles, share opinions, and report on local news and events in their community. ",329335,Business Development,Corporate Sales,Sales,Telecalling,,,,,,
Senior Azure Data Engineer,https://www.instahyre.com/job-329671-senior-azure-data-engineer-at-fraank-systems-bangalore/,Bangalore,Fraank Systems,We maximize the business growth,2010.0,50,"Fraank Systems is a next-gen global technology company that is helping businesses to grow and thrive in the digital age by providing app development, digital transformation, cloud and AI solutions, and more. ",329671,Azure Data Lake,Azure Data Factory,Hadoop,Hive,Spark,,,,,
Principal Data Engineer,https://www.instahyre.com/job-329578-principal-data-engineer-at-affine-chennai/,Chennai,Affine,Command The New,2011.0,500,"Affine provides analytics services to different verticals, prominent of which are retail, CPG, eCommerce, BFSI, and telecom. The client base comprises some Fortune 500 companies, among others. ",329578,AWS,Python,Data Warehousing,SQL,Data Migration,,,,,
Head of Engineering,https://www.instahyre.com/job-329703-head-of-engineering-at-iamneo-2-chennai-coimbatore/,"Chennai,Coimbatore",iamneo,Nexus of human and machine intelligence,2016.0,50,"iamneo is an ed-tech organization that caters to students, universities, and corporates in all their needs of learning, upskilling, and assessments through their tech-enabled and AI-powered solutions",329703,Golang,JavaScript,Python,Angular,Django,Flask,jQuery,Node.js,,
Business / Sales Head,https://www.instahyre.com/job-196961-business-sales-head-at-thinkify-2-bangalore/,Bangalore,thinkify.io,Engineering Simplified,2018.0,10,"Thinkify is an IT company providing various services of UI/UX Design, Dev Ops, Mobile, Test Automation, and Web Development. Some of their major clients include Swiggy, Nestaway, Infoworks, and Zoomcar. ",196961,Business Development,Corporate Sales,Direct Sales,International Sales,Sales,,,,,
Senior Python Developer,https://www.instahyre.com/job-329048-senior-python-developer-at-frammer-ai-delhi/,Delhi,Frammer AI,"Shorter video, smarter video",2023.0,1,"Frammer AI is a media SaaS platform utilizing AI to transform long videos into monetizable content with features like auto-transcription, auto-captioning, auto-flip, searchable archives, and more all in one click. ",329048,Python,Computer Vision,,,,,,,,
Flutter Developer,https://www.instahyre.com/job-326170-flutter-developer-at-arre-bangalore/,Bangalore,Arre,New age infotainment destination,2015.0,10,"Arre is an Indian entertainment platform that produces and publishes engaging videos, documentaries, social experiments, podcasts, audio series, web series, text, and doodles through its online channel. ",326170,Flutter,Android,iOS,Hybrid Apps,UX Design,,,,,
SDE2,https://www.instahyre.com/job-289055-sde2-at-navi-technologies-bangalore/,Bangalore,Navi,"Making financial services simple, affordable, and accessible",2019.0,50,"Navi Technologies is building a consumer-centric and technology-driven business to make financial services simple and accessible for everyone by offering a range of loans, insurance, and more. ",289055,Java,LLD,Data Structures,Algorithms,Microservices,,,,,
Angular Developer,https://www.instahyre.com/job-308834-angular-developer-at-grid-dynamics-hyderabad/,Hyderabad,Grid Dynamics,Accelerating digital transformation,2006.0,1000,"Grid Dynamics is an IT company that collaborates with its clients on digital transformation initiatives that span strategy consulting, early prototypes, and enterprise-scale delivery of new digital platforms. ",308834,NgRx,Angular,JavaScript,,,,,,,
Software Architect (Cloud),https://www.instahyre.com/job-326892-software-architect-cloud-at-tarana-wireless-pune/,Pune,Tarana Wireless,Reinventing broadband services,2009.0,200,"Tarana Wireless is the industry's performance leader in next-generation fixed wireless access that provides wireless performance in small-cell backhaul, fiber extension, and residential broadband. ",326892,AWS,Cassandra,Java,Kafka,MongoDB,NoSQL,Spring,,,
SDE 3 - Backend,https://www.instahyre.com/job-296009-sde-3-backend-at-wework-bangalore/,Bangalore,WeWork,"Make a life, not just a living",2010.0,1000,"WeWork is an American company that provides shared workspaces, technology startup subculture communities, and services for entrepreneurs, freelancers, startups, small businesses and large enterprises.",296009,Java,Node.js,Python,,,,,,,
SDE 3 (Backend),https://www.instahyre.com/job-329797-sde-3-backend-at-teachmint-indore/,Indore,Teachmint,Become the most preferred school operating system in emerging markets,2020.0,500,"Teachmint is an all-in-one education technology platform for the tutors of the digital age featuring live classes, and student engagement tools, it focuses on creating a deeply immersive online experience. ",329797,Django,Flask,Python,,,,,,,
QA Engineer,https://www.instahyre.com/job-329778-qa-engineer-at-kudos-technolabs-work-from-home/,Work From Home,Kudos Technolabs,Latest solution of all digital business problem,2020.0,10,"Kudos is a software development firm helping startups and SMEs enhance operational efficiency through web and app design and development, blockchain, digital marketing, and cloud-based solutions. ",329778,Automation Testing,Manual Testing,Mobile Apps Testing,Performance Testing,SDET,Security Testing,Appium,Big Data,Cucumber,Java
Staff Engineer,https://www.instahyre.com/job-313649-staff-engineer-at-origin-medical-research-lab-bangalore/,Bangalore,Origin Medical Research Lab,Creating leading AI in healthcare with best-in-class technologists,2019.0,10,"Origin Medical is a health-tech research company providing AI standardized assessment of pregnancy ultrasound scans, crucial for detecting congenital anomalies to reduce maternal deaths and infant mortality rates. ",313649,Python,Golang,Kubernetes,Docker,Data Structures,,,,,
Software Engineer (PHP),https://www.instahyre.com/job-329609-software-engineer-php-at-ucodesoft-solutions-mohali/,Mohali,UCodeSoft Solutions,Turning business ideas into reality,2013.0,50,"UCodeSoft is a tech company specializing in website design and development, partnered with startups and businesses of all sizes to drive digital transformation through disruptive web and mobile apps. ",329609,PHP,CodeIgniter,Laravel,,,,,,,
Senior Software Engineer,https://www.instahyre.com/job-315289-senior-software-engineer-at-furrl-bangalore/,Bangalore,Furrl,New age commerce for new age consumers,2022.0,1,"Furrl is an early-stage startup that is building the next gen of social commerce by offering a one-stop shop for consumers to discover, validate and purchase from independent brands and creators. ",315289,Java,Node.js,Python,,,,,,,
UI Architect,https://www.instahyre.com/job-278101-ui-architect-at-blue-yonder-bangalore-hyderabad/,"Bangalore,Hyderabad",Blue Yonder,Fulfill Your Potential,1985.0,1000,"Blue Yonder provides software solutions that address the supply chain management, business process, analytics, application, and e-commerce requirements of the retail industry. ",278101,JavaScript,React.js,,,,,,,,
Business Intelligence Engineer - Team Lead,https://www.instahyre.com/job-324264-business-intelligence-engineer-team-lead-at-outbrain-gurgaon/,Gurgaon,Outbrain,The leading recommendation platform for the open web,2006.0,500,"Outbrain is a technology company and a leading AI-based recommendation platform that connects open web consumers with brands through smart media feeds and engaging ads, operating across 6 continents",324264,ETL,SQL,,,,,,,,
Site Reliability Engineer,https://www.instahyre.com/job-323201-site-reliability-engineer-at-tessell-2-hyderabad/,Hyderabad,Tessell,The DBaaS platform for cloud-born enterprises,2021.0,10,Tessell is a software development and DBaaS platform that leverages technology to deploy and modernize cloud databases to take care of data infrastructure and data management needs of industries. ,323201,Python,AWS,Azure,PostgreSQL,MySQL,,,,,
Android Engineer,https://www.instahyre.com/job-317132-android-engineer-at-phonepe-bangalore/,Bangalore,PhonePe,BHIM UPI based App to provide a cashless and a seamless payment experience,2015.0,1000,"PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India. ",317132,Android,,,,,,,,,
Lead Software Engineer,https://www.instahyre.com/job-328922-lead-software-engineer-at-bimaplan-bangalore/,Bangalore,Bimaplan,Driving insurance adoption through technology,2020.0,10,Bimaplan is an insurtech platform that drives insurance adoption by enabling businesses to seamlessly distribute insurance products to their customers thus providing financial security to underserved populations. ,328922,AWS,Express.js,MongoDB,Node.js,React.js,Algorithms,JavaScript,,,
Python Developer,https://www.instahyre.com/job-174858-python-developer-at-celestial-systems-bangalore/,Bangalore,Celestial Systems,Turning technology into solutions,2001.0,50,"Celestial System is a leading distributor of enterprise software solutions and specializing in frontend development, backend, DevOps, QA, and testing or cloud hosting, etc. ",174858,Python,Django,Flask,pytest,API Testing,,,,,
Lead Data Scientist,https://www.instahyre.com/job-327557-lead-data-scientist-at-tifin-mumbai/,Mumbai,TIFIN,Shaping the future of investing,2018.0,50,"TIFIN is a venture capital firm that conceives, creates, and operates fintech companies in the areas of wealth management, investments, personal finance, and asset management. ",327557,Generative AI,LLMs,,,,,,,,
Frontend Engineer II,https://www.instahyre.com/job-134119-frontend-engineer-ii-at-clear-bangalore/,Bangalore,Clear,The easiest way to e-File Income Tax Returns in India,2011.0,1000,"ClearTax is one of the largest personal income tax e-filing websites in India. Their aim is to make income tax filing for individuals simple, accurate and quick, while maximising their tax deductions. ",134119,Backbone.js,CSS,Ember.js,HTML,JavaScript,React Native,React.js,Redux,TypeScript,Vue.js
SDET,https://www.instahyre.com/job-320144-sdet-at-tessell-2-bangalore/,Bangalore,Tessell,The DBaaS platform for cloud-born enterprises,2021.0,10,Tessell is a software development and DBaaS platform that leverages technology to deploy and modernize cloud databases to take care of data infrastructure and data management needs of industries. ,320144,Java,Automation Testing,SDET,Selenium,REST Assured,,,,,
Product Manager,https://www.instahyre.com/job-326020-product-manager-at-smartcoin-financials-bangalore/,Bangalore,SmartCoin Financials,Ensuring financial wellness for emerging India,2016.0,50,"Smartcoin is an app-based consumer lending platform that offers instant personal loans to self-employed and salaried individuals, products includes micro finances gold savings, insurances, and more. ",326020,Product Management,Loans,Payment Solutions,,,,,,,
Data Scientist,https://www.instahyre.com/job-61454-data-scientist-at-tiger-analytics-mumbai/,Mumbai,Tiger Analytics,Generating Significant Business Value from AI & Advanced Analytics,2011.0,1000,"Tiger Analytics is a management consulting organization that provides services related to advanced analytics and AI consulting, specializing in data analytics, predictive modeling, etc.",61454,NLP,,,,,,,,,
Software Developer Engineer - Test,https://www.instahyre.com/job-328795-software-developer-engineer-test-at-sa-technologies-pune/,Pune,SA Technologies,Sat Delivers The Right People | Solutions | And Services For Digital Transformat,2002.0,500,"SA Technologies is an IT & Services company that provides services related to Microsoft Dynamics 365 AX, MS CRM, MS ERP, PowerApps, BI & Data Visualization Technology Consulting, Cloud Computing, etc.",328795,Automation Testing,SDET,TestNG,,,,,,,
Java Developer,https://www.instahyre.com/job-311819-java-developer-at-msd-technologies-bangalore/,Bangalore,MSD Technologies,Leading engineering services and technical solution provider,2012.0,10,MSD Technologies provides engineering services specializing in the HVAC industry developing software for designing and rating of HVAC softwares along with producing machine tools heat exchangers. ,311819,AWS,Java,Microservices,Spring Boot,,,,,,
Project Lead,https://www.instahyre.com/job-291592-project-lead-at-d-e-bangalore-hyderabad/,"Bangalore,Hyderabad",D. E. Shaw,A global investment and technology development firm,1988.0,1000,D. E. Shaw is an investment management firm that develops technology products based around algorithmic trading and mathematical models to exploit market anomalies. Founded by Stanford alumni. ,291592,Data Streaming,Java,Kafka,,,,,,,
Cloudera Data Platform Engineer,https://www.instahyre.com/job-329206-cloudera-data-platform-engineer-at-fraank-systems-bangalore/,Bangalore,Fraank Systems,We maximize the business growth,2010.0,50,"Fraank Systems is a next-gen global technology company that is helping businesses to grow and thrive in the digital age by providing app development, digital transformation, cloud and AI solutions, and more. ",329206,Hadoop,CDP,Python,Azure,Docker,,,,,
Data Engineer,https://www.instahyre.com/job-321368-data-engineer-at-p99soft-hyderabad/,Hyderabad,P99soft,An innovative IT ecosystem,2018.0,10,"P99soft is an IT firm facilitating seamless business operations through various digital services including CRM solutions, cloud computing, data intelligence, QA, product engineering, developing games, and more. ",321368,Computer Vision,Data Mining,Machine Learning,NLP,Python,R,PyTorch,,,
Automation Tester,https://www.instahyre.com/job-329798-automation-tester-at-espire-gurgaon/,Gurgaon,Espire,"The Ability to Dream, The Will to Do",2001.0,500,"Espire is a global company specializing in customer experience with solutions for digital experience management, applications management services, enterprise solutions and IT Infrastructure management. ",329798,Automation Testing,Mobile Apps Testing,Appium,Selenium,,,,,,
Manager - Engineering,https://www.instahyre.com/job-327447-manager-engineering-at-simplotel-bangalore/,Bangalore,Simplotel,To simplify the life of hoteliers,2013.0,50,"Simplotel offers a cloud based platform for hotels & motels to give their services & manage their bookings through their web platform. Founders have worked at Amazon, Myntra, Zomato, etc. ",327447,Python,JavaScript,Django,React.js,Flask,,,,,
Lead Full Stack Developer,https://www.instahyre.com/job-314352-lead-full-stack-developer-at-bito-pune/,Pune,Bito,AI that understands your code,2021.0,10,"Bito offers a coding forum that uses bi-directional communication with Jira, Slack, and other key tools to help coders seamlessly collaborate with each other, solve problems, and get questions answered. ",314352,Golang,Java,JavaScript,Python,Angular,Node.js,React.js,,,
Executive Assistant,https://www.instahyre.com/job-329710-executive-assistant-at-simplify-healthcare-mumbai/,Mumbai,Simplify Healthcare,Empowering health plans by simplifying their processes with software solutions!,2008.0,200,"Simplify Healthcare is a software development firm addressing health challenges and has deep expertise in benefit plan management, provider data, contract management, and value-based reimbursement services. ",329710,Executive Assistance,,,,,,,,,
Content Writer,https://www.instahyre.com/job-323741-content-writer-at-the-white-teak-bangalore/,Bangalore,The White Teak,India's largest decorative lighting brand,2016.0,200,"The White Teak is an Indian luxury online lighting and home decor brand with 18 express stores, manufacturing, and supplying decorative lights, designer ceiling fans, home decor, and more, to 36,000 pin codes. ",323741,Content Writing,,,,,,,,,
Software Engineering Manager,https://www.instahyre.com/job-319157-software-engineering-manager-at-wayfair-bangalore/,Bangalore,Wayfair,Creating a feeling of home,2002.0,1000,"Wayfair is the online destination for the home and a pure-play online retailer that offers a wide range of home goods and furniture products for the bedroom, living room, kitchen and dining, bathroom, and more. ",319157,Java,Python,,,,,,,,
Senior QA Engineer,https://www.instahyre.com/job-327180-senior-qa-engineer-at-observe-bangalore/,Bangalore,Observe.AI,Level-Up Your Agents with Contact Center AI,2017.0,50,"Observe. AI is an AI & NLP-enabled voice assistant platform for call centers. It empowers, assists call agents to perform their jobs better. Backed by Nexus Venture Partner, Y Combinator, and other investors. ",327180,Azure,ETL,Python,AWS,Airflow,Big Data,Hadoop,Kafka,SQL,Scala
Java Senior Developer,https://www.instahyre.com/job-323663-java-senior-developer-at-pratham-software-psi-gurgaon/,Gurgaon,Pratham Software (PSI),Creating Everlasting Customer Experiences Driven By Flexibility & Agility,2000.0,200,"Pratham Software (PSI) is a global IT company that helps clients propel through digital transformation across businesses, offering solutions in Product Engineering, BPM, Data analytics, BI, etc.",323663,Java,Spring,Hibernate,,,,,,,
SSE,https://www.instahyre.com/job-255694-sse-at-dazn-bangalore/,Bangalore,DAZN,Reimagining the way people watch sports,2007.0,1000,"DAZN is a tech-first sports streaming platform that allows fans to watch sports in any language, on any device, live, and on-demand while streaming 40+ different sports, from 300+ leagues, in 200+ countries. ",255694,React.js,web3.js,Blockchain,,,,,,,
SDE II - Backend,https://www.instahyre.com/job-327678-sde-ii-backend-at-nykaa-bangalore/,Bangalore,Nykaa,India’s Favorite Online Destination for Beauty & Wellness products,2012.0,200,"Nykaa is an eCommerce store focused on beauty and wellness products for both men and women, along with product reviews, tips and tricks regarding beauty products. Also operates offline stores. Has raised over $25 million in funding till date.",327678,Java,Spring Boot,Spring,Data Structures,,,,,,
SDE2 (Backend),https://www.instahyre.com/job-328950-sde2-backend-at-nimbbl-mumbai/,Mumbai,Nimbbl,All in one payment service provider,2020.0,10,"Nimbbl provides payments solutions and caters to businesses of all sizes, payment aggregators, etc. It gives payment providers higher conversions, faster checkout, pay later options, single integration, and more. ",328950,Java,Spring Boot,Data Structures,Microservices,MySQL,,,,,
Senior Software Engineer,https://www.instahyre.com/job-328161-senior-software-engineer-at-curl-analytics-bangalore/,Bangalore,Curl Analytics,Beyond The Obvious,2017.0,50,"Curl Analytics is a research company with expertise in Machine Learning, Blockchain and IoT. It builds predictive models to analyze the data for finding hidden patterns, provide business insights and enterprise grade solutions.",328161,FastAPI,Kafka,MongoDB,Multithreading,Python,Redis,pytest,,,
Senior Frontend Engineer,https://www.instahyre.com/job-318641-senior-frontend-engineer-at-finbox-bangalore/,Bangalore,FinBox,Building modern technology infrastructure that turns brands into banks,2016.0,50,"Smartphone app for consumers to track their spending, with automated categorization of transactions, interactive visuals on spending, and bill payment reminders. Users can integrate multiple debit/credit cards into the app.",318641,React.js,,,,,,,,,
Assistant Manager - Bids & Tender,https://www.instahyre.com/job-326121-assistant-manager-bids-tender-at-hexagon-ab-gurgaon/,Gurgaon,Hexagon AB,Empowering an autonomous future,1992.0,1000,"Hexagon AB is a digital reality solutions provider with expertise in combining sensor, software, and autonomous technologies that help a wide range of verticals to drive productivity across 50+ countries. ",326121,Tendering,,,,,,,,,
Software Engineer - Backend,https://www.instahyre.com/job-308395-software-engineer-backend-at-phonepe-bangalore/,Bangalore,PhonePe,BHIM UPI based App to provide a cashless and a seamless payment experience,2015.0,1000,"PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India. ",308395,C,C++,Golang,Java,Python,Scala,,,,
Senior Business Development Associate,https://www.instahyre.com/job-325429-senior-business-development-associate-at-learning-shala-delhi/,Delhi,Learning Shala,Choose your tomorrow,2018.0,50,"Learning Shala is a distance learning portal that enables students and working professionals to search for information about distance learning courses like certifications, colleges, admission procedures, etc. ",325429,Business Development,Sales,,,,,,,,
Frontend Developer,https://www.instahyre.com/job-328670-frontend-developer-at-fisdom-bangalore/,Bangalore,fisdom,Invest in best mutual funds in just 30 seconds.,2015.0,50,"fisdom is a financial services organization that provides services related to mutual fund investment, specializing in investment management, personal finance, save tax, invest surplus, etc.",328670,React.js,API Testing,JavaScript,HTML,CSS,,,,,
Tech Lead (Java),https://www.instahyre.com/job-323880-tech-lead-java-at-amazon-bangalore/,Bangalore,Amazon,Earth's most customer-centric company,1994.0,1000,"Amazon is the world's largest online retailer. The company has been referred to as ""one of the most influential economic and cultural forces in the world"", as well as the world's most valuable brand. ",323880,Hibernate,Java,Microservices,JDBC,J2EE,,,,,
Senior Full Stack Developer,https://www.instahyre.com/job-323776-senior-full-stack-developer-at-clarapath-mumbai/,Mumbai,Clarapath,A medical robotics company,2014.0,10,Clarapath is a medical robotics company that assists pathologists and lab managers by standardizing microtomy and reducing variability and cross-contamination through higher-quality lab medicine in real-time. ,323776,Node.js,React.js,SQL,MySQL,,,,,,
Reporting Analyst,https://www.instahyre.com/job-318650-reporting-analyst-at-werize-bangalore/,Bangalore,WeRize,India’s first socially distributed full stack financial services platform for sm,2019.0,50,"WeRize is the Indian fintech platform and a full-stack financial services provider that manufactures and distributes a wide portfolio of customized credit, insurance, and savings products for its customers. ",318650,Power BI,SQL,Python,Data Analysis,,,,,,
Software Engineer,https://www.instahyre.com/job-320732-software-engineer-at-dazn-hyderabad/,Hyderabad,DAZN,Reimagining the way people watch sports,2007.0,1000,"DAZN is a tech-first sports streaming platform that allows fans to watch sports in any language, on any device, live, and on-demand while streaming 40+ different sports, from 300+ leagues, in 200+ countries. ",320732,Ruby on Rails,JavaScript,React.js,,,,,,,
Content Writer (AI),https://www.instahyre.com/job-328532-content-writer-ai-at-amazon-devices-chennai/,Chennai,Amazon Devices,Cloud Based Service,1994.0,1000,"Amazon Alexa is a virtual assistant AI technology developed by Amazon. It is capable of voice interaction, music playback, making to-do lists, setting alarms, streaming podcasts, playing audiobooks, etc. ",328532,Content Writing,,,,,,,,,
Business Development Associate,https://www.instahyre.com/job-329060-business-development-associate-at-edugorilla-community-lucknow/,Lucknow,EduGorilla Community,India's largest education community,2016.0,200,"EduGorilla is an educational community for students, faculty and Institutes. Students can find answers of their career related queries, download study material, search coaching, schools or colleges and connect with experts.",329060,Business Development,Corporate Sales,Direct Sales,Sales,Telecalling,,,,,
Sr. UX Researcher,https://www.instahyre.com/job-329785-sr-ux-researcher-at-allen-digital-bangalore/,Bangalore,ALLEN Digital,Transforming learning through technology and innovation,2020.0,200,"ALLEN Digital is an eLearning platform preparing students to fulfill the academic needs of competitive exams like JEE, NEET-UG, talent search exams, Olympiads, PNCF, and more with various learning objectives. ",329785,Qualitative Analysis,Quantitative Analysis,,,,,,,,
Sr. Software Engineer (iOS),https://www.instahyre.com/job-328068-sr-software-engineer-ios-at-zopsmart-technology-bangalore/,Bangalore,ZopSmart Technology,Future of Retail Technology,2016.0,50,"Zopsmart provides solutions for e-commerce and m-commerce, website development, digital marketing, e-wallet, PoS system, customer & order management, logistics systems, and monitoring/analytics. ",328068,Swift,,,,,,,,,
Senior Data Scientist,https://www.instahyre.com/job-329780-senior-data-scientist-at-tifin-bangalore/,Bangalore,TIFIN,Shaping the future of investing,2018.0,50,"TIFIN is a venture capital firm that conceives, creates, and operates fintech companies in the areas of wealth management, investments, personal finance, and asset management. ",329780,Generative AI,LLMs,,,,,,,,
Back End Developer,https://www.instahyre.com/job-288531-back-end-developer-at-wipro-bangalore/,Bangalore,Wipro,"Global leader in Consulting, Technology, Business Process Services",1945.0,1000,"Wipro is a leading global information technology, consulting and business process services company. Founded in 1945 it has over 160,000 employees serving clients across six continents leverage technology solutions. ",288531,React.js,Microservices,Java,,,,,,,
